id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
187,"Sous l'arbre Greenwood ou, Le cahier Mellstock",Thomas Hardy,Romance,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,425,42.5,https://covers.openlibrary.org/b/id/902186-L.jpg,,,
188,Jude l'Obscur,Thomas Hardy,Romance,Vie sociale et coutumes,,425,42.5,https://covers.openlibrary.org/b/id/12973053-L.jpg,,,
189,Le rouge et le noir,Stendhal,Romance,Fiction,,404,40.4,https://covers.openlibrary.org/b/id/8231413-L.jpg,,,
190,Les forestiers,Thomas Hardy,Romance,Fiction,,392,39.2,https://covers.openlibrary.org/b/id/8243078-L.jpg,,,
191,Les pionniers,James Fenimore Cooper,Romance,Vie de frontière et de pionnier,,378,37.8,https://covers.openlibrary.org/b/id/9000512-L.jpg,,,
192,L'âge de l'innocence,Edith Wharton,Romance,Fiction,,285,28.5,https://covers.openlibrary.org/b/id/11196262-L.jpg,,,
193,Presbytère de Framley,Anthony Trolope,Romance,Fiction,,276,27.6,https://covers.openlibrary.org/b/id/8288051-L.jpg,,,
194,Marguerite Miller,Henri James,Romance,Fiction,,244,24.4,https://covers.openlibrary.org/b/id/6482238-L.jpg,,,
195,Les ambassadeurs,Henri James,Romance,Relations homme-femme,,231,23.1,https://covers.openlibrary.org/b/id/313610-L.jpg,,,
196,Loin de la foule déchaînée,Thomas Hardy,Romance,Fiction,,229,22.9,https://covers.openlibrary.org/b/id/902038-L.jpg,,,
197,Place Washington,Henri James,Romance,Romance,,219,21.9,https://covers.openlibrary.org/b/id/8243278-L.jpg,,,
198,Poirot enquête,Agathe Christie,Romance,Hercule Poirot (personnage fictif),,205,20.5,https://covers.openlibrary.org/b/id/13670505-L.jpg,,,
199,Le retour de l'indigène,Thomas Hardy,Romance,Personnes ayant un handicap visuel,fiction,205,20.5,https://covers.openlibrary.org/b/id/8162989-L.jpg,,,
200,Une chambre avec vue,E. M. Forster,Romance,britannique,,185,18.5,https://covers.openlibrary.org/b/id/1748132-L.jpg,,,
201,Доктор Живаго,Boris Léonidovitch Pasternak,Romance,Fiction,,176,17.6,https://covers.openlibrary.org/b/id/1045432-L.jpg,,,
202,Fin Howards,E. M. Forster,Romance,Fiction,,166,16.6,https://covers.openlibrary.org/b/id/8235207-L.jpg,,,
203,Mort sur le Nil,Agathe Christie,Romance,Belges,,165,16.5,https://covers.openlibrary.org/b/id/14066646-L.jpg,,,
204,50 Cinquante nuances de Grey,E. L. James,Romance,Relations homme-femme,fiction,138,13.8,https://covers.openlibrary.org/b/id/12648183-L.jpg,,,
205,Comment écrire une phrase,Henri James,Romance,Fiction,,136,13.6,https://covers.openlibrary.org/b/id/8236992-L.jpg,,,
206,L'amour dans les moments de la colère,Gabriel García Márquez,Romance,Vie familière,,127,12.7,https://covers.openlibrary.org/b/id/10096404-L.jpg,,,
207,Genji monogatari,Murasaki Shikibu,Romance,Littérature classique,,121,12.1,https://covers.openlibrary.org/b/id/6614001-L.jpg,,,
208,Crépuscule,Stéphanie Meyer,Romance,Best-seller du New York Times,,118,11.8,https://covers.openlibrary.org/b/id/12641977-L.jpg,,,
209,Le mystère du train bleu,Agathe Christie,Romance,Crimes contre,,117,11.7,https://covers.openlibrary.org/b/id/14575533-L.jpg,,,
210,De sang-froid,Truman Capote,Romance,Vrai,,116,11.6,https://covers.openlibrary.org/b/id/228066-L.jpg,,,
211,Comus,John Milton,Romance,Fiction,,111,11.1,https://covers.openlibrary.org/b/id/5622287-L.jpg,,,
212,Le parrain,Mario Puzo,Romance,Histoires policières et mystérieuses,,109,10.9,https://covers.openlibrary.org/b/id/6507069-L.jpg,,,
213,Abel Sánchez,Miguel de Unamuno,Romance,langue espagnole,,108,10.8,https://covers.openlibrary.org/b/id/4902483-L.jpg,,,
214,Auberge de la Jamaïque,Daphné du Maurier,Romance,Fiction,,96,9.6,https://covers.openlibrary.org/b/id/8765960-L.jpg,,,
215,La folie du mort,Agathe Christie,Romance,Fiction,,94,9.4,https://covers.openlibrary.org/b/id/6985969-L.jpg,,,
216,Nuances de gris,E. L. James,Romance,Fiction,Romance,92,9.2,https://covers.openlibrary.org/b/id/14566669-L.jpg,Contemporain,,
217,Nouvelle lune,Stéphanie Meyer,Romance,Vampires,,88,8.8,https://covers.openlibrary.org/b/id/12643406-L.jpg,,,
218,Éclipse,Stéphanie Meyer,Romance,Best-seller du New York Times,,88,8.8,https://covers.openlibrary.org/b/id/12643410-L.jpg,,,
219,Divergent,Véronique Roth,Romance,Best-seller du New York Times,,88,8.8,https://covers.openlibrary.org/b/id/13274634-L.jpg,,,
220,Le fantôme,Arnold Bennett,Romance,Spectres,,85,8.5,https://covers.openlibrary.org/b/id/5877895-L.jpg,,,
221,Cinquante nuances plus sombres,E. L. James,Romance,Domination sexuelle et soumission,fiction,83,8.3,https://covers.openlibrary.org/b/id/14566702-L.jpg,,,
222,Les oiseaux épineux,Colleen McCullough,Romance,Fiction,Romance,79,7.9,https://covers.openlibrary.org/b/id/8293225-L.jpg,,,
223,La Dernière Chronique de Barset,Anthony Trolope,Romance,Le clergé dans la fiction,,78,7.8,https://covers.openlibrary.org/b/id/7334887-L.jpg,,,
224,Le talisman,Monsieur Walter Scott,Romance,chrétien,,77,7.7,https://covers.openlibrary.org/b/id/8239488-L.jpg,,,
225,La faute dans nos étoiles,John Green,Romance,Fiction pour jeunes adultes,,77,7.7,https://covers.openlibrary.org/b/id/7418786-L.jpg,,,
226,Cyprès triste,Agathe Christie,Romance,Fiction,,76,7.6,https://covers.openlibrary.org/b/id/6559532-L.jpg,,,
227,Romans (Emma / Mansfield Park / Northanger Abbey / Persuasion / Orgueil et préjugés / Sens et sensibilité),Jane Austen,Romance,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,75,7.5,https://covers.openlibrary.org/b/id/9276728-L.jpg,,,
228,Ruisseau des Français,Daphné du Maurier,Romance,Fiction,,73,7.3,https://covers.openlibrary.org/b/id/893834-L.jpg,,,
229,Le murmure des chevaux,Nicolas Evans,Romance,Chevaux,,72,7.2,https://covers.openlibrary.org/b/id/14621022-L.jpg,,,
230,Le prix du sel,Patricia Highsmith,Romance,ID de collection : Sleazy_pulp,,72,7.2,https://covers.openlibrary.org/b/id/250778-L.jpg,,,
231,Le bien-aimé,Thomas Hardy,Romance,Fiction,,71,7.1,https://covers.openlibrary.org/b/id/8242184-L.jpg,,,
232,À Torre Negra,Stephen King,Romance,thrillers,,70,7,https://covers.openlibrary.org/b/id/8443630-L.jpg,,,
233,Pelham,"Edward Bulwer Lytton, baron Lytton",Romance,Wainwright,Thomas Griffiths,69,6.9,https://covers.openlibrary.org/b/id/8974809-L.jpg,dans la fiction,,
234,Pouvez-vous lui pardonner ?,Anthony Trolope,Romance,Fiction,,64,6.4,https://covers.openlibrary.org/b/id/8245499-L.jpg,,,
235,Ma vie secrète,Walter,Romance,Littérature classique,,64,6.4,https://covers.openlibrary.org/b/id/6685979-L.jpg,,,
236,Poterie,Rose Macaulay,Romance,Fiction générale et littéraire,,63,6.3,https://covers.openlibrary.org/b/id/14830396-L.jpg,,,
237,Le Vorleser,Bernhard Schlink,Romance,Fiction,,62,6.2,https://covers.openlibrary.org/b/id/998445-L.jpg,,,
238,Les diamants d'Eustache,Anthony Trolope,Romance,Fiction,,62,6.2,https://covers.openlibrary.org/b/id/8242844-L.jpg,,,
239,La coutume du pays,Edith Wharton,Romance,Fiction,,61,6.1,https://covers.openlibrary.org/b/id/9329535-L.jpg,,,
240,Les ailes de la colombe,Henri James,Romance,Fiction,,60,6,https://covers.openlibrary.org/b/id/8241379-L.jpg,,,
241,Ô Mandarim,Eça de Queiroz,Romance,Fiction,nouvelles (un seul auteur),59,5.9,https://covers.openlibrary.org/b/id/3221009-L.jpg,,,
242,Le Dieu des petites choses,Arundhati Roy,Romance,Fiction littéraire,,57,5.7,https://covers.openlibrary.org/b/id/10513792-L.jpg,,,
243,Amérique,Chimamanda Ngozi Adichie,Romance,Nigérians,,56,5.6,https://covers.openlibrary.org/b/id/8474037-L.jpg,,,
244,La cour du ministre,Harriet Beecher-Stowe,Romance,Fiction,,56,5.6,https://covers.openlibrary.org/b/id/1471330-L.jpg,,,
245,Nuit sur l'eau,Ken Follett,Romance,Fiction,,56,5.6,https://covers.openlibrary.org/b/id/8231779-L.jpg,,,
246,Ville et montagnes,Eça de Queiroz,Romance,Fiction,,55,5.5,https://covers.openlibrary.org/b/id/8097148-L.jpg,,,
247,Nichts ist stärker als die Liebe,Danielle Acier,Romance,Fiction,,55,5.5,https://covers.openlibrary.org/b/id/3197725-L.jpg,,,
248,Séta,Alexandre Baricco,Romance,Nouvelle italienne,,54,5.4,https://covers.openlibrary.org/b/id/8345075-L.jpg,,,
249,Le vampire Lestat,Anne Riz,Romance,noblesse,,53,5.3,https://covers.openlibrary.org/b/id/8579529-L.jpg,,,
250,Le cahier,Nicolas Sparks,Romance,Relations homme-femme,fiction,51,5.1,https://covers.openlibrary.org/b/id/7382153-L.jpg,,,
251,Il était une fois l'amour,Danielle Acier,Romance,Fiction,,49,4.9,https://covers.openlibrary.org/b/id/11650648-L.jpg,,,
252,Oryx et râle,Marguerite Atwood,Romance,Fiction littéraire,,49,4.9,https://covers.openlibrary.org/b/id/12507658-L.jpg,,,
253,Ken Ward dans la jungle,Zane Gris,Romance,Fiction,l'aventure des hommes,49,4.9,https://covers.openlibrary.org/b/id/6160786-L.jpg,,,
254,Les enfants du duc,Anthony Trolope,Romance,Vie sociale et coutumes,,48,4.8,https://covers.openlibrary.org/b/id/8246240-L.jpg,,,
255,"Landfall, une histoire de chaîne",Nevil Shute,Romance,Nevil Shute [pseudonyme],,46,4.6,https://covers.openlibrary.org/b/id/9406145-L.jpg,,,
256,La femme du dieu de la cuisine,Amy Tan,Romance,fiction chinoise,,46,4.6,https://covers.openlibrary.org/b/id/6786333-L.jpg,,,
257,Les aperçus de la Lune,Edith Wharton,Romance,Fiction,,46,4.6,https://covers.openlibrary.org/b/id/8277208-L.jpg,,,
258,Évasion royale,Georgette Heyer,Romance,années 1930,,46,4.6,https://covers.openlibrary.org/b/id/14338940-L.jpg,,,
259,Libellule en Ambre,Diana Gabaldon,Romance,Fiction historique,,45,4.5,https://covers.openlibrary.org/b/id/6920490-L.jpg,,,
260,Maîtresse de Mellyn,Victoria Holt,Romance,Fiction,,45,4.5,https://covers.openlibrary.org/b/id/2310666-L.jpg,,,
261,Allumez une bougie d’un sou,Maeve Binchy,Romance,Fiction,,44,4.4,https://covers.openlibrary.org/b/id/5229439-L.jpg,,,
262,Allongez-vous avec les Lions,Ken Follett,Romance,Ken Follett,,44,4.4,https://covers.openlibrary.org/b/id/4147865-L.jpg,,,
263,Quatre,Véronique Roth,Romance,Dystopies,,44,4.4,https://covers.openlibrary.org/b/id/7314248-L.jpg,,,
264,Ecos Del Corazon,Maeve Binchy,Romance,Fiction,,42,4.2,https://covers.openlibrary.org/b/id/3344527-L.jpg,,,
265,Villes de papier,John Green,Romance,Fiction,,41,4.1,https://covers.openlibrary.org/b/id/5731773-L.jpg,,,
266,La femme secrète,Victoria Holt,Romance,danger,,41,4.1,https://covers.openlibrary.org/b/id/7285783-L.jpg,,,
267,Aucun enregistreur à l'aise,Chinua Achebé,Romance,Fiction,,41,4.1,https://covers.openlibrary.org/b/id/6627849-L.jpg,,,
268,Narziss et Goldmund,Hermann Hesse,Romance,Relations enseignant-élève,,41,4.1,https://covers.openlibrary.org/b/id/1016864-L.jpg,,,
269,Tiens le rêve,Barbara Taylor-Bradford,Romance,Fiction nationale,,40,4,https://covers.openlibrary.org/b/id/4195318-L.jpg,,,
270,Le premier homme,Albert Camus,Romance,Matériel en français,,40,4,https://covers.openlibrary.org/b/id/14434985-L.jpg,,,
271,Sushi pour manger,Marian Keyes,Romance,Littérature,,40,4,https://covers.openlibrary.org/b/id/1009414-L.jpg,,,
272,Destinos Errantes,Danielle Acier,Romance,Fiction,,38,3.8,https://covers.openlibrary.org/b/id/10835122-L.jpg,,,
273,Les heures,Michael Cunningham,Romance,Fiction,,38,3.8,https://covers.openlibrary.org/b/id/223032-L.jpg,,,
274,Le Conquérant,Georgette Heyer,Romance,années 1930,,37,3.7,https://covers.openlibrary.org/b/id/6921432-L.jpg,,,
275,Au pied de l'arc-en-ciel,Gene Stratton-Porter,Romance,Fiction,,37,3.7,https://covers.openlibrary.org/b/id/8242249-L.jpg,,,
276,Moi avant toi,Jojo Moyes,Romance,Jeunes femmes,,37,3.7,https://covers.openlibrary.org/b/id/14419339-L.jpg,,,
277,La princesse Casamassima,Henri James,Romance,Vie sociale et coutumes,,37,3.7,https://covers.openlibrary.org/b/id/7141469-L.jpg,,,
278,Le projet Rosie,Graeme Simsion,Romance,Australie,,37,3.7,https://covers.openlibrary.org/b/id/10186221-L.jpg,,,
279,Trois nouveaux exemples et un programme,Miguel de Unamuno,Romance,Traductions en anglais,,37,3.7,https://covers.openlibrary.org/b/id/569618-L.jpg,,,
280,Troupeau tonitruant,Zane Gris,Romance,Comanche,,37,3.7,https://covers.openlibrary.org/b/id/1514198-L.jpg,,,
281,La femme du voyageur temporel,Audrey Niffenegger,Romance,mutants,,36,3.6,https://covers.openlibrary.org/b/id/9273734-L.jpg,,,
282,Illusions honnêtes,Nora Roberts,Romance,Histoires d'amour,Américain,36,3.6,https://covers.openlibrary.org/b/id/1008996-L.jpg,,,
283,Né dans le feu,Nora Roberts,Romance,Histoires d'amour,Américain,36,3.6,https://covers.openlibrary.org/b/id/3197486-L.jpg,,,
284,Thérèse Raquin,Émile Zola,Romance,Adultère,,36,3.6,https://covers.openlibrary.org/b/id/979858-L.jpg,,,
285,Échelle des années,Anne Tyler,Romance,Fiction,,36,3.6,https://covers.openlibrary.org/b/id/3103579-L.jpg,,,
286,Une abondance de Katherines,John Green,Romance,Relations interpersonnelles,fiction,36,3.6,https://covers.openlibrary.org/b/id/14559681-L.jpg,,,
287,De l'eau pour les éléphants,Sara Gruen,Romance,Fiction,,36,3.6,https://covers.openlibrary.org/b/id/6690864-L.jpg,,,
288,Les Amitiés Particulaires,Roger Peyrefitte,Romance,Adolescents gays,,35,3.5,https://covers.openlibrary.org/b/id/6459670-L.jpg,,,
289,Une femme de substance,Barbara Taylor-Bradford,Romance,Fiction,,35,3.5,https://covers.openlibrary.org/b/id/13206767-L.jpg,,,
290,Simon le Cœur Froid (Dynastie Beauvallet #1),Georgette Heyer,Romance,Fiction,,35,3.5,https://covers.openlibrary.org/b/id/6920126-L.jpg,,,
291,Rachel Ray,Anthony Trolope,Romance,Fiction,,35,3.5,https://covers.openlibrary.org/b/id/8244499-L.jpg,,,
292,Caroline Lune,Nora Roberts,Romance,Meurtre,,34,3.4,https://covers.openlibrary.org/b/id/1818530-L.jpg,,,
293,Beauvallet (Dynastie Beauvallet #2),Georgette Heyer,Romance,Fiction,,34,3.4,https://covers.openlibrary.org/b/id/6920952-L.jpg,,,
294,La moissonneuse,Gene Stratton-Porter,Romance,Vie chrétienne,,34,3.4,https://covers.openlibrary.org/b/id/4115711-L.jpg,,,
295,Une cour d'épines et de roses,Sarah J.Maas,Romance,Fantaisie,,34,3.4,https://covers.openlibrary.org/b/id/8738585-L.jpg,,,
296,Le lierre,Marie Stewart,Romance,Personnes disparues,,33,3.3,https://covers.openlibrary.org/b/id/1875359-L.jpg,,,
297,Mémorial de Aires (Classicos Da Literatura Brasileira),Joaquim María Machado de Assis,Romance,Fiction,général,33,3.3,https://covers.openlibrary.org/b/id/2664649-L.jpg,,,
298,Richesses cachées,Nora Roberts,Romance,Histoires d'amour,Américain,33,3.3,https://covers.openlibrary.org/b/id/3202659-L.jpg,,,
299,À première vue,Nicolas Sparks,Romance,Fiction,attente,32,3.2,https://covers.openlibrary.org/b/id/497022-L.jpg,,,
300,Haut midi,Nora Roberts,Romance,Choix du personnel de la bibliothèque ouverte,,32,3.2,https://covers.openlibrary.org/b/id/5372465-L.jpg,,,
301,Jungle de rouge à lèvres,Candace Bushnell,Romance,Femmes,,32,3.2,https://covers.openlibrary.org/b/id/12726447-L.jpg,,,
302,"204 Rosewood Lane (Cedar Cove, tome 2)",Debbie Macomber,Romance,Fiction,,32,3.2,https://covers.openlibrary.org/b/id/771674-L.jpg,,,
303,Romans (Emma / Lady Susan / Mansfield Park / Northanger Abbey / Persuasion / Orgueil et préjugés / Sens et sensibilité),Jane Austen,Romance,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,31,3.1,https://covers.openlibrary.org/b/id/9277892-L.jpg,,,
304,La chronique de l'agonie,Earl Derr Biggers,Romance,Charlie Chan (personnage fictif),,31,3.1,https://covers.openlibrary.org/b/id/5735203-L.jpg,,,
305,Le jardin de Suzanne,Debbie Macomber,Romance,Femmes d'âge moyen,,31,3.1,https://covers.openlibrary.org/b/id/531936-L.jpg,,,
306,Les Hauts de Hurlevent et Agnès Gray,Emily Brontë,Romance,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,31,3.1,https://covers.openlibrary.org/b/id/14418166-L.jpg,,,
307,La fracture,Nicolas Evans,Romance,Écoterrorisme,,31,3.1,https://covers.openlibrary.org/b/id/14621188-L.jpg,,,
308,Né dans la glace,Nora Roberts,Romance,Relations homme-femme,,31,3.1,https://covers.openlibrary.org/b/id/6975928-L.jpg,,,
309,Réclamez-moi fort,Vanessa Valé,Romance,Série:Bridgewater_County,,30,3,https://covers.openlibrary.org/b/id/12019620-L.jpg,,,
310,Ciel et Terre,Nora Roberts,Romance,Fiction,,30,3,https://covers.openlibrary.org/b/id/319246-L.jpg,,,
311,Port de sécurité,Danielle Acier,Romance,Littérature,,30,3,https://covers.openlibrary.org/b/id/240011-L.jpg,,,
312,"16, chemin du Phare",Debbie Macomber,Romance,Washington (État),fiction,30,3,https://covers.openlibrary.org/b/id/4691614-L.jpg,,,
313,Le Rien de tel,Georgette Heyer,Romance,Choix du personnel de la bibliothèque ouverte,,30,3,https://covers.openlibrary.org/b/id/221924-L.jpg,,,
314,Port intérieur,Nora Roberts,Romance,Fiction nationale,,30,3,https://covers.openlibrary.org/b/id/3202516-L.jpg,,,
315,Planète patchwork,Anne Tyler,Romance,Fiction,,30,3,https://covers.openlibrary.org/b/id/71340-L.jpg,,,
316,Histoire d'amour,Érich Segal,Romance,Étudiants du Collège,,30,3,https://covers.openlibrary.org/b/id/5004689-L.jpg,,,
317,Prends-moi vite,Vanessa Valé,Romance,Fiction,romance,29,2.9,https://covers.openlibrary.org/b/id/12084599-L.jpg,général,,
318,Fort de Serrez-Moi,Vanessa Valé,Romance,Série:Bridgewater_County,,29,2.9,https://covers.openlibrary.org/b/id/12039263-L.jpg,,,
319,Embrasse-moi fou,Vanessa Valé,Romance,Fiction,romance,29,2.9,https://covers.openlibrary.org/b/id/11277426-L.jpg,général,,
320,Vraies trahisons,Nora Roberts,Romance,années 1990,,29,2.9,https://covers.openlibrary.org/b/id/3886218-L.jpg,,,
321,Autobiographie de ma mère,Jamaïque Kincaid,Romance,Fiction,,29,2.9,https://covers.openlibrary.org/b/id/3103690-L.jpg,,,
322,De retour sur Blossom Street,Debbie Macomber,Romance,Roman relationnel,,29,2.9,https://covers.openlibrary.org/b/id/2815386-L.jpg,,,
323,Acte de foi,Danielle Acier,Romance,Américains,,29,2.9,https://covers.openlibrary.org/b/id/371493-L.jpg,,,
324,Le pain du géant,Agathe Christie,Romance,Compositeurs,,29,2.9,https://covers.openlibrary.org/b/id/6623710-L.jpg,,,
325,Romans (Orgueil et préjugés / Sens et sensibilité),Jane Austen,Romance,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,28,2.8,https://covers.openlibrary.org/b/id/12728748-L.jpg,,,
326,Fais-moi tien,Vanessa Valé,Romance,Série:Bridgewater_County,,28,2.8,https://covers.openlibrary.org/b/id/11570200-L.jpg,,,
327,Une paix deuxième G.H.,Clarisse Lispector,Romance,Romance,,28,2.8,https://covers.openlibrary.org/b/id/4141933-L.jpg,,,
328,Les anges tombent,Nora Roberts,Romance,Choix du personnel de la bibliothèque ouverte,,28,2.8,https://covers.openlibrary.org/b/id/1397491-L.jpg,,,
329,Danse des Dieux,Nora Roberts,Romance,Vampires,,28,2.8,https://covers.openlibrary.org/b/id/319516-L.jpg,,,
330,Sorcière noire,Nora Roberts,Romance,Américains en Irlande - Fiction,,28,2.8,https://covers.openlibrary.org/b/id/7621299-L.jpg,,,
331,La maison incendiée,Faye Kellerman,Romance,Fiction,,27,2.7,https://covers.openlibrary.org/b/id/4943234-L.jpg,,,
